Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags
Severe Weather,2018,03/02/2018,5:00 PM,03/06/2018,11:00 AM,Delaware: Maryland:,RF,Unknown,60000,
Vandalism,2018,03/02/2018,11:17 PM,03/03/2018,12:51 AM,Washington: Clark County;,WECC,0,0,
Severe Weather,2018,03/02/2018,3:10 PM,03/06/2018,4:57 AM,Ohio:,RF,Unknown,249322,
Severe Weather,2018,03/02/2018,11:34 AM,Unknown,Unknown,New York:,NPCC,Unknown,50000,
Severe Weather,2018,03/02/2018,3:46 PM,03/04/2018,7:46 PM,"New York: New York County, Westchester County;",NPCC,Unknown,72353,
Severe Weather,2018,03/02/2018,1:51 PM,03/05/2018,1:18 PM,Connecticut: Massachusetts: Rhode Island:,NPCC,Unknown,325000,
Severe Weather,2018,03/02/2018,1:51 PM,03/04/2018,12:11 PM,Pennsylvania:,RF,Unknown,233136,
Severe Weather,2018,03/02/2018,11:58 AM,Unknown,Unknown,"Pennsylvania: Berks County, Bucks County, Carbon County, Chester County, Clinton County, Columbia County, Cumberland County, Dauphin County, Juniata County, Lackawanna County, Lancaster County, Lebanon County, Lehigh County, Luzerne County, Lycoming County, Monroe County, Montgomery County, Montour County, Northampton County, Northumberland County, Pike County, Schuylkill County, Snyder County;",RF,Unknown,126000,
Severe Weather,2018,03/02/2018,12:00 PM,03/05/2018,12:00 AM,Pennsylvania:,RF,Unknown,630000,
Severe Weather,2018,03/02/2018,7:00 AM,Unknown,Unknown,"New York: Dutchess County, Orange County, Greene County, Ulster County, Putnam County, Sullivan County, Albany County, Columbia County;",NPCC,Unknown,90000,
Severe Weather,2018,03/02/2018,12:00 PM,Unknown,Unknown,Maryland:,RF,670,474019,
Severe Weather,2018,03/02/2018,8:42 AM,Unknown,Unknown,New York:,NPCC,Unknown,63331,
Severe Weather,2018,03/02/2018,8:00 AM,03/03/2018,11:00 PM,Virginia: West Virginia:,RF,Unknown,65198,
Severe Weather,2018,03/07/2018,4:10 PM,03/10/2018,11:32 AM,New Jersey:,RF,Unknown,216800,
Severe Weather,2018,03/07/2018,5:15 PM,Unknown,Unknown,New Jersey:,RF,50,58000,
Severe Weather,2018,03/07/2018,12:00 PM,03/07/2018,5:00 PM,Pennsylvania:,RF,Unknown,120000,
Severe Weather,2018,03/07/2018,7:37 PM,03/10/2018,4:35 PM,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,Unknown,102000,
Vandalism,2018,03/12/2018,12:00 AM,04/06/2018,11:00 AM,New York: Dutchess County;,NPCC,0,0,
Severe Weather,2018,03/13/2018,8:50 AM,03/14/2018,11:22 PM,Massachusetts: Rhode Island:,NPCC,Unknown,123629,
Suspicious Activity,2018,03/13/2018,12:10 AM,03/13/2018,12:34 AM,Colorado:,WECC,0,0,
Severe Weather,2018,03/19/2018,11:29 PM,03/20/2018,3:37 AM,Alabama: Georgia:,SERC,261,78220,
Severe Weather,2018,03/20/2018,7:00 PM,03/25/2018,6:30 AM,"New Jersey: Atlantic County, Camden County, Cape May County, Gloucester County, Salem County, Cumberland County, Burlington County;",RF,80,124000,
Severe Weather,2018,03/24/2018,10:30 PM,03/26/2018,8:00 PM,Virginia: West Virginia:,RF,Unknown,81227,
Vandalism,2018,03/26/2018,3:05 AM,03/26/2018,3:35 AM,California:,WECC,0,0,
Vandalism,2018,03/28/2018,3:00 PM,03/28/2018,4:00 PM,Washington: Walla Walla County;,WECC,12,1185,
Vandalism,2018,04/03/2018,11:15 AM,04/03/2018,11:30 AM,California:,WECC,0,0,
Severe Weather,2018,04/04/2018,4:42 PM,04/07/2018,6:22 AM,New York:,NPCC,Unknown,72896,
Severe Weather,2018,04/05/2018,12:50 AM,04/05/2018,4:00 PM,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,Unknown,65932,
Vandalism,2018,04/09/2018,10:07 AM,04/09/2018,4:00 PM,Washington: Walla Walla County;,WECC,0,0,
Transmission Interruption,2018,04/09/2018,12:16 PM,04/09/2018,1:52 PM,Utah: Salt Lake County;,WECC,806,57000,
Transmission Interruption,2018,04/09/2018,11:16 AM,Unknown,Unknown,Utah:,WECC,300,250000,
Sabotage,2018,04/09/2018,11:10 PM,04/10/2018,6:47 AM,Florida: Palm Beach County;,FRCC,55,27000,
Severe Weather,2018,04/14/2018,9:30 AM,04/14/2018,10:00 AM,Louisiana: Arkansas: Mississippi: Texas:,SERC,Unknown,56350,
Severe Weather,2018,04/15/2018,7:30 AM,04/18/2018,7:30 AM,Michigan:,RF,Unknown,389591,
Severe Weather,2018,04/15/2018,5:14 PM,04/15/2018,11:25 PM,North Carolina: South Carolina:,SERC,Unknown,78100,
Vandalism,2018,05/02/2018,2:52 PM,05/02/2018,4:14 PM,North Carolina:,SERC,0,0,
Severe Weather,2018,05/04/2018,2:00 PM,05/05/2018,9:30 AM,"Michigan: Calhoun County, Genesee County, Ingham County, Kent County, Macomb County, Midland County, Saginaw County, Gratiot County;",RF,Unknown,90000,
Severe Weather,2018,05/04/2018,12:00 PM,05/06/2018,1:00 PM,Michigan:,RF,Unknown,300000,
Severe Weather,2018,05/04/2018,8:10 PM,Unknown,Unknown,New York:,NPCC,Unknown,106150,
Severe Weather,2018,05/04/2018,11:10 PM,05/05/2018,12:40 AM,New Hampshire: Vermont:,NPCC,Unknown,56000,
Severe Weather,2018,05/05/2018,4:30 AM,05/05/2018,3:30 PM,Vermont: New Hampshire: Maine:,NPCC,Unknown,31900,
Suspected Physical Attack,2018,05/07/2018,10:30 AM,05/07/2018,10:36 AM,New York: Tompkins County;,NPCC,0,0,
Actual Physical Attack,2018,05/08/2018,4:00 PM,05/08/2018,4:01 PM,Utah: Washington County;,WECC,0,0,
Severe Weather,2018,05/14/2018,7:08 PM,Unknown,Unknown,Virginia:,SERC,Unknown,112000,
Severe Weather,2018,05/15/2018,2:50 PM,Unknown,Unknown,"Pennsylvania: Lehigh County, Schuylkill County, Cumberland County, Lancaster County, Northampton County, Berks County, Clinton County, Susquehanna County, Bucks County, Carbon County, Chester County, Columbia County, Juniata County;",RF,Unknown,114000,
Severe Weather,2018,05/15/2018,4:00 PM,Unknown,Unknown,"New York: Dutchess County, Ulster County, Orange County;",NPCC,Unknown,72000,
Severe Weather,2018,05/15/2018,5:25 PM,Unknown,Unknown,New Jersey:,RF,Unknown,82372,
Severe Weather,2018,05/15/2018,6:14 PM,05/15/2018,7:00 PM,Pennsylvania:,RF,Unknown,52872,
Severe Weather,2018,05/15/2018,6:35 PM,05/18/2018,3:57 PM,Connecticut: Massachusetts: Rhode Island:,NPCC,Unknown,120000,
Vandalism,2018,05/15/2018,3:00 PM,05/18/2018,1:48 PM,Massachusetts:,NPCC,0,0,
Severe Weather,2018,05/15/2018,5:15 PM,Unknown,Unknown,New York:,NPCC,Unknown,49999,
Severe Weather,2018,05/17/2018,1:11 AM,Unknown,Unknown,California: Contra Costa County;,WECC,70,70000,
Transmission Disruption,2018,05/17/2018,1:11 AM,05/18/2018,12:38 AM,California:,WECC,124,70000,
Severe Weather,2018,05/26/2018,6:40 PM,05/27/2018,11:50 PM,Texas: Harris County;,TRE,Unknown,163932,
Severe Weather,2018,06/02/2018,5:00 AM,06/02/2018,11:00 AM,"Missouri: Jackson County, Clay County, Platte County, Andrew County; Kansas: Johnson County;",SPP RE,Unknown,103535,
Vandalism,2018,06/04/2018,8:50 AM,06/04/2018,2:00 PM,Florida: Alachua County;,FRCC,0,0,
System Operations,2018,06/09/2018,9:54 AM,06/09/2018,12:12 PM,Georgia:,SERC,0,0,
System Operations,2018,06/10/2018,2:25 PM,06/11/2018,5:58 AM,Kentucky:,SERC,Unknown,Unknown,
Vandalism,2018,06/12/2018,4:15 PM,Unknown,Unknown,Nevada: Clark County;,WECC,0,0,
Vandalism,2018,06/12/2018,3:00 PM,06/12/2018,3:15 PM,California: Kern County;,WECC,0,0,
Severe Weather,2018,06/18/2018,6:20 PM,06/19/2018,12:15 AM,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,Unknown,112927,
Transmission Interruption,2018,06/20/2018,10:58 PM,06/21/2018,6:05 AM,Florida: Palm Beach County;,FRCC,73,27000,
Severe Weather,2018,06/22/2018,2:38 PM,Unknown,Unknown,Washington:,WECC,10000,4200000,
Suspicious Activity,2018,06/27/2018,2:30 PM,06/27/2018,2:33 PM,New York: New York County;,NPCC,0,0,
Severe Weather,2018,06/28/2018,6:36 PM,07/01/2018,7:00 AM,Missouri: Illinois:,SERC,Unknown,112000,
Severe Weather,2018,06/28/2018,2:50 PM,06/29/2018,9:00 AM,Alabama: Georgia:,SERC,160,48109,
Severe Weather,2018,06/29/2018,7:35 AM,06/29/2018,9:30 AM,Minnesota: St. Louis County;,MRO,350,Unknown,
System Operations,2018,06/29/2018,3:38 AM,Unknown,Unknown,Kentucky:,SERC,Unknown,Unknown,
Vandalism,2018,06/30/2018,12:30 PM,06/30/2018,12:31 PM,California: Los Angeles County;,WECC,0,0,
System Operations,2018,06/30/2018,10:45 AM,06/30/2018,11:28 AM,"Texas: Travis County, Williamson County;",TRE,0,0,
Vandalism,2018,07/04/2018,10:00 PM,07/04/2018,10:30 PM,Colorado: Pueblo County;,WECC,Unknown,5058,
System Operations,2018,07/04/2018,5:54 PM,07/04/2018,7:20 PM,Tennessee:,SERC,0,0,
System Operations,2018,07/09/2018,1:10 PM,07/09/2018,2:45 PM,"California: Merced County, Kern County; Nevada: Clark County;",WECC,0,0,
Transmission Interruption,2018,07/11/2018,3:40 PM,07/11/2018,4:00 PM,Tennessee:,SERC,425,26195,
Fuel Supply Deficiency,2018,07/11/2018,12:58 AM,Unknown,Unknown,California:,WECC,0,0,
System Operations,2018,07/14/2018,10:20 AM,Unknown,Unknown,Ohio:,RF,Unknown,Unknown,
Fuel Supply Deficiency,2018,07/16/2018,5:15 AM,Unknown,Unknown,California: Merced County;,WECC,0,0,
Severe Weather/Transmission Interruption,2018,07/18/2018,5:28 PM,07/18/2018,5:31 PM,Oregon:,WECC,Unknown,Unknown,
Fuel Supply Deficiency,2018,07/18/2018,4:00 AM,Unknown,Unknown,California: Fresno County;,WECC,0,0,
System Operations,2018,07/19/2018,8:25 PM,Unknown,Unknown,Kentucky:,SERC,Unknown,Unknown,
System Operations,2018,07/19/2018,12:38 PM,07/19/2018,1:22 PM,Louisiana: Rapides Parish;,SERC,0,0,
System Operations,2018,07/20/2018,12:46 PM,07/20/2018,1:30 PM,Maine: Hancock County;,NPCC,0,0,
Severe Weather,2018,07/20/2018,4:19 PM,07/20/2018,4:48 PM,Kentucky:,SERC,Unknown,87833,
Severe Weather,2018,07/21/2018,4:45 AM,07/21/2018,11:15 AM,Arkansas:,SERC,Unknown,64930,
Severe Weather,2018,07/21/2018,7:20 AM,07/21/2018,11:30 AM,Georgia:,SERC,143,42901,
Severe Weather/Transmission Interruption,2018,07/23/2018,4:16 AM,07/23/2018,4:29 AM,Florida: Pinellas County;,FRCC,40,Unknown,
Natural Disaster,2018,07/26/2018,8:24 PM,Unknown,Unknown,California: Shasta County;,WECC,Unknown,Unknown,
Severe Weather/Transmission Interruption,2018,07/27/2018,4:28 PM,07/27/2018,4:33 PM,New York: New York County;,NPCC,0,0,
System Operations,2018,07/27/2018,9:34 AM,07/27/2018,9:51 AM,Washington: Clark County;,WECC,Unknown,Unknown,
System Operations,2018,07/28/2018,11:11 PM,07/29/2018,1:51 AM,Nevada: Nye County;,WECC,0,0,
Natural Disaster,2018,07/29/2018,2:33 PM,07/29/2018,6:23 PM,California:,WECC,83,57670,
Severe Weather,2018,07/30/2018,6:30 AM,07/30/2018,11:00 PM,Arizona: Maricopa County;,WECC,Unknown,82000,
Suspicious Activity,2018,07/31/2018,11:44 AM,07/31/2018,2:17 PM,California: Kern County;,WECC,Unknown,Unknown,
Vandalism,2018,08/01/2018,9:11 AM,08/01/2018,10:56 AM,Montana:,WECC,0,0,
Vandalism,2018,08/04/2018,8:20 AM,08/04/2018,8:21 AM,California: Kern County;,WECC,Unknown,Unknown,
Natural Disaster,2018,08/07/2018,1:22 AM,08/07/2018,1:59 AM,California: Butte County;,WECC,5,485,
Natural Disaster,2018,08/07/2018,1:22 AM,08/07/2018,7:04 PM,California: Butte County;,WECC,27,11383,
Suspicious Activity,2018,08/14/2018,9:00 PM,08/14/2018,9:01 PM,Virginia: Hanover County;,SERC,0,0,
Vandalism,2018,08/15/2018,12:00 AM,08/15/2018,1:00 AM,Missouri: Boone County;,SERC,0,0,
System Operations,2018,08/17/2018,1:07 PM,08/17/2018,1:40 PM,California:,WECC,0,0,
Vandalism,2018,08/19/2018,3:20 PM,08/19/2018,3:21 PM,Utah: Box Elder County;,WECC,0,0,
System Operations,2018,08/20/2018,10:46 PM,08/21/2018,12:14 AM,Louisiana:,SERC,0,0,
System Operations,2018,08/24/2018,12:24 PM,08/24/2018,12:59 PM,Virginia: Roanoke County;,SERC,0,0,
Severe Weather,2018,08/26/2018,10:00 PM,08/27/2018,4:56 AM,"Michigan: Muskegon County, Newaygo County, Oceana County, Mason County, Kent County, Mecosta County, Montcalm County, Isabella County, Midland County, Saginaw County;",RF,Unknown,67000,
System Operations,2018,08/28/2018,11:41 PM,08/29/2018,12:13 AM,Ohio: Montgomery County;,RF,0,0,
Severe Weather,2018,08/28/2018,8:00 PM,08/30/2018,2:59 PM,"Michigan: Benzie County, Barry County, Grand Traverse County, Kalkaska County, Mason County, Oceana County, Muskegon County, Kent County, Newaygo County, Montcalm County, Mecosta County, Antrim County, Eaton County, Ionia County, Isabella County, Clare County, Saginaw County;",RF,Unknown,110000,
Suspicious Activity,2018,08/29/2018,3:27 AM,08/29/2018,4:00 AM,Maryland: Montgomery County; District of Columbia:,RF,0,0,
Severe Weather,2018,08/29/2018,12:00 AM,08/30/2018,12:00 AM,Illinois:,SERC,Unknown,100000,
Suspicious Activity,2018,08/29/2018,9:00 AM,08/29/2018,9:06 AM,Arkansas:,SERC,0,0,
Vandalism,2018,08/30/2018,12:00 PM,08/30/2018,12:20 PM,California:,WECC,0,0,
Natural Disaster/Transmission Interruption,2018,08/31/2018,3:07 PM,08/31/2018,3:31 PM,Oregon:,WECC,96,50000,
Suspicious Activity,2018,08/31/2018,6:34 PM,08/31/2018,6:40 PM,"New York: New York County, Westchester County;",NPCC,0,0,
Suspicious Activity,2018,09/01/2018,12:00 AM,09/01/2018,3:22 PM,Arkansas:,SPP RE,0,0,
Vandalism,2018,09/05/2018,1:00 PM,09/05/2018,1:01 PM,California: Kern County;,WECC,Unknown,Unknown,
Transmission Interruption,2018,09/06/2018,2:26 AM,09/06/2018,2:27 AM,Florida: Hillsborough County;,FRCC,0,0,
Suspicious Activity,2018,09/12/2018,10:00 PM,09/12/2018,10:05 PM,Texas:,TRE,0,0,
Severe Weather,2018,09/13/2018,8:56 PM,09/20/2018,7:00 PM,North Carolina: South Carolina:,SERC,Unknown,1457583,
Severe Weather,2018,09/13/2018,8:30 PM,09/19/2018,5:00 PM,North Carolina:,SERC,300,325000,
System Operations,2018,09/15/2018,3:00 PM,09/15/2018,6:00 PM,Mississippi: Forrest County;,SERC,1322,420000,
Severe Weather,2018,09/15/2018,1:05 AM,09/17/2018,4:00 PM,"South Carolina: Horry County, Chesterfield County, Dillon County, Georgetown County, Marlboro County, Darlington County;",SERC,Unknown,50100,
System Operations,2018,09/15/2018,3:00 PM,09/15/2018,6:00 PM,Louisiana:,SERC,Unknown,Unknown,
Severe Weather,2018,09/16/2018,8:00 AM,09/18/2018,7:40 PM,North Carolina: South Carolina:,SERC,Unknown,50000,
System Operations,2018,09/19/2018,11:00 AM,09/20/2018,12:00 PM,Indiana: Benton County;,RF,0,0,
Vandalism,2018,09/20/2018,12:39 PM,Unknown,Unknown,Nevada: Clark County;,WECC,0,0,
Natural Disaster,2018,09/22/2018,3:23 PM,09/22/2018,11:00 PM,California: Los Angeles County;,WECC,3507,2500,
System Operations,2018,09/25/2018,12:33 AM,09/25/2018,3:10 AM,Illinois:,SERC,0,0,
Transmission Interruption,2018,09/26/2018,1:54 PM,09/26/2018,5:58 PM,Texas: Harris County;,TRE,0,0,
System Operations,2018,09/28/2018,6:58 PM,09/28/2018,7:29 PM,Ohio:,RF,0,0,
System Operations,2018,10/01/2018,12:44 PM,10/01/2018,5:32 PM,Ohio: Indiana: Michigan: Kentucky: West Virginia: Virginia:,RF,Unknown,Unknown,
System Operations,2018,10/03/2018,7:38 AM,10/03/2018,7:48 AM,Illinois:,SERC,0,0,
Vandalism,2018,10/04/2018,6:00 AM,10/04/2018,8:00 AM,Oklahoma: Osage County;,SPP RE,4,2089,
Suspicious Activity,2018,10/04/2018,4:01 PM,10/04/2018,6:25 PM,California:,WECC,0,0,
System Operations,2018,10/09/2018,8:12 PM,10/09/2018,9:12 PM,Colorado: El Paso County;,WECC,0,0,
Severe Weather,2018,10/10/2018,11:59 AM,Unknown,Unknown,Florida: Alabama: Georgia:,FRCC,152,45604,
Severe Weather,2018,10/10/2018,4:00 PM,10/19/2018,6:00 AM,Florida:,FRCC,330,55000,
Vandalism,2018,10/10/2018,5:00 PM,10/15/2018,5:00 AM,Utah:,WECC,0,0,
